,name,html_page_link,tags
16857,Adding a Record With Payment Lines,section_3941950392.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Deposit', 'Deposit Code Samples', 'Adding a Record With Payment Lines']"
16858,"Adding a Record With Other Deposit, Cash Back Lines",section_3947199795.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Deposit', 'Deposit Code Samples', 'Adding a Record With Other Deposit, Cash Back Lines']"
16859,Updating the Deposit Record,section_3948125053.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Deposit', 'Deposit Code Samples', 'Updating the Deposit Record']"
16860,Common Errors With Deposit Records,section_3941974737.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Deposit', 'Common Errors With Deposit Records']"
16861,Deposit Application,section_N3672681.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Deposit Application']"
16862,Estimate/Quote,section_N3673214.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Estimate/Quote']"
16863,Expense Report,section_N3674551.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Expense Report']"
16864,Inbound Shipment,section_1502366759.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Inbound Shipment']"
16865,Inventory Adjustment,section_N3676432.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Inventory Adjustment']"
16866,Inventory Cost Revaluation,section_3743308294.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Inventory Cost Revaluation']"
16867,Inventory Transfer,section_N3678082.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Inventory Transfer']"
16868,Invoice,section_N3678746.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Invoice']"
16869,Item Fulfillment,section_N3680777.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Item Fulfillment']"
16870,Item Receipt,section_N3681685.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Item Receipt']"
16871,Opportunity,section_N3684743.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Opportunity']"
16872,Paycheck,section_1500627996.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Paycheck']"
16873,Paycheck Journal,section_N3687114.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Paycheck Journal']"
16874,Purchase Order,section_N3687718.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Purchase Order']"
16875,Requisition,section_4205474329.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Requisition']"
16876,Requisition Supported Operations,section_4261640138.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Requisition', 'Requisition Supported Operations']"
16877,Requisition Body and Sublist Fields,section_4261646552.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Requisition', 'Requisition Body and Sublist Fields']"
16878,Requisition Code Samples,section_4261814728.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Requisition', 'Requisition Code Samples']"
16879,Return Authorization,section_N3688557.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Return Authorization']"
16880,Sales Order,section_N3690924.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Sales Order']"
16881,Transfer Order,section_N3692380.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Transfer Order']"
16882,Vendor Return Authorization,section_N3696445.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Vendor Return Authorization']"
16883,Work Order,section_N3697954.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Work Order']"
16884,Work Order Close,section_N3699241.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Work Order Close']"
16885,Work Order Completion,section_N3701691.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Work Order Completion']"
16886,Work Order Issue,section_N3698631.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions', 'Work Order Issue']"
16887,Transactions-related Records,article_160526452785.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records']"
16888,Advanced Intercompany Journal Entry,section_1500297529.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Advanced Intercompany Journal Entry']"
16889,Budget,section_N3662262.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Budget']"
16890,Charge,section_3743306486.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Charge']"
16891,Customer Payment,section_N3667711.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Customer Payment']"
16892,Intercompany Journal Entry,section_N3675034.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Intercompany Journal Entry']"
16893,Intercompany Journal Entry Supported Operations,section_4105132614.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Intercompany Journal Entry', 'Intercompany Journal Entry Supported Operations']"
16894,Intercompany Journal Entry Body and Sublist Fields,section_4105132538.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Intercompany Journal Entry', 'Intercompany Journal Entry Body and Sublist Fields']"
16895,Intercompany Journal Entry Code Samples,section_4105132444.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Intercompany Journal Entry', 'Intercompany Journal Entry Code Samples']"
16896,Adding an Intercompany Journal Entry,section_4105318254.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Intercompany Journal Entry', 'Intercompany Journal Entry Code Samples', 'Adding an Intercompany Journal Entry']"
16897,Adding a Book Specific Intercompany Journal Entry,section_4105341906.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Intercompany Journal Entry', 'Intercompany Journal Entry Code Samples', 'Adding a Book Specific Intercompany Journal Entry']"
16898,Common Errors With Intercompany Journal Entries,section_4105316538.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Intercompany Journal Entry', 'Common Errors With Intercompany Journal Entries']"
16899,Intercompany Transfer Order,section_N3675550.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Intercompany Transfer Order']"
16900,Item Demand Plan,section_N3679563.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Item Demand Plan']"
16901,Item Supply Plan,section_N3682363.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Item Supply Plan']"
16902,Journal Entry,section_N3683608.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Journal Entry']"
16903,Journal Entry Supported Operations,section_4099131522.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Journal Entry', 'Journal Entry Supported Operations']"
16904,Journal Entry Body and Sublist Fields,section_4099136433.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Journal Entry', 'Journal Entry Body and Sublist Fields']"
16905,Journal Entry Code Samples,section_4102626680.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Journal Entry', 'Journal Entry Code Samples']"
16906,Adding a Journal Entry,section_4102627067.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Journal Entry', 'Journal Entry Code Samples', 'Adding a Journal Entry']"
16907,Adding a Book Specific Journal Entry,section_4102627137.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Journal Entry', 'Journal Entry Code Samples', 'Adding a Book Specific Journal Entry']"
16908,Common Errors With Journal Entries,section_4103386138.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Journal Entry', 'Common Errors With Journal Entries']"
16909,Manufacturing Operation Task,section_N3684116.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Manufacturing Operation Task']"
16910,Payment Instruments,section_1539169962.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Payment Instruments']"
16911,Period End Journal Entry,section_1554986834.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Period End Journal Entry']"
16912,Statistical Journal Entry,section_3897121273.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Statistical Journal Entry']"
16913,Statistical Journal Entry Supported Operations,section_3922117227.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Statistical Journal Entry', 'Statistical Journal Entry Supported Operations']"
16914,Statistical Journal Entry Body and Sublist Fields,section_3922117110.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Statistical Journal Entry', 'Statistical Journal Entry Body and Sublist Fields']"
16915,Statistical Journal Entry Code Samples,section_3922117283.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Statistical Journal Entry', 'Statistical Journal Entry Code Samples']"
16916,Adding a Statistical Journal Entry Record,section_3922122248.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Statistical Journal Entry', 'Statistical Journal Entry Code Samples', 'Adding a Statistical Journal Entry Record']"
16917,Searching for Statistical Journal Entry Records,section_3929054485.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Statistical Journal Entry', 'Statistical Journal Entry Code Samples', 'Searching for Statistical Journal Entry Records']"
16918,Common Errors with Statistical Journal Entries,section_3928175996.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Statistical Journal Entry', 'Common Errors with Statistical Journal Entries']"
16919,Time Bill (Track Time),section_N3691883.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Time Bill (Track Time)']"
16920,Usage,section_4858848869.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Usage']"
16921,Vendor Bill,section_N3694535.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Vendor Bill']"
16922,Vendor Credit,section_N3695165.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Vendor Credit']"
16923,Vendor Payment,section_N3695867.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Vendor Payment']"
16924,Multiple Shipping Routes in SOAP Web Services,section_N3702654.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Transactions-related Records', 'Multiple Shipping Routes in SOAP Web Services']"
16925,Items,chapter_N3704574.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items']"
16926,Usage Notes for Item Record Types,section_N3705128.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items', 'Usage Notes for Item Record Types']"
16927,Working with Matrix Items in SOAP web services,section_N3705423.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items', 'Working with Matrix Items in SOAP web services']"
16928,Shared Field Definitions for Items,section_N3707811.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items', 'Shared Field Definitions for Items']"
16929,Pricing Matrix List,section_N3707950.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items', 'Shared Field Definitions for Items', 'Pricing Matrix List']"
16930,Billing Rates Matrix List,section_N3708857.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items', 'Shared Field Definitions for Items', 'Billing Rates Matrix List']"
16931,Item Member List,section_N3709426.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items', 'Shared Field Definitions for Items', 'Item Member List']"
16932,Item Options List,section_N3711605.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items', 'Shared Field Definitions for Items', 'Item Options List']"
16933,Translation List,section_N3711780.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items', 'Shared Field Definitions for Items', 'Translation List']"
16934,Item Vendor List,section_N3712676.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items', 'Shared Field Definitions for Items', 'Item Vendor List']"
16935,Site Category List,section_N3713212.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items', 'Shared Field Definitions for Items', 'Site Category List']"
16936,Assembly Item (BOM Item),section_N3713949.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items', 'Assembly Item (BOM Item)']"
16937,Description Item,section_N3714433.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items', 'Description Item']"
16938,Discount Item,section_N3714869.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items', 'Discount Item']"
16939,Download Item,section_N3715305.html,"['SuiteTalk Web Services', 'SuiteTalk SOAP Web Services Records Guide', 'Items', 'Download Item']"
